"Neighborhood","Activated","Latitude","Longitude"
"Dyker Heights",2016-01-01,40.6265530003,-74.0167869994
"East Tremont",2018-08-01,40.8465224499,-73.8933976697
"Upper West Side",2018-04-01,40.7876978298,-73.9714131104
"East Elmhurst",2016-01-01,40.7577118988,-73.8682002957
"Clinton",2018-02-01,40.7670473599,-73.9899330701
"East Harlem North",2016-01-01,40.8030181614,-73.9348475633
"Melrose South-Mott Haven North",2018-04-01,40.8180165496,-73.9167909599
"West Concourse",2018-04-01,40.8422026302,-73.9160324198
"Central Harlem South",2017-01-01,40.8059502804,-73.9507542794
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7415548385,-74.0011113879
"Morningside Heights",2017-11-01,40.8052796404,-73.9656695196
"Governors Island",2016-01-01,40.6893400002,-74.0146699994
"East Harlem North",2017-03-01,40.79682481,-73.9377662796
"park-cemetery-etc-Brooklyn",2016-01-01,40.6570010004,-73.9636970001
"Gramercy",2016-01-01,40.7328489997,-73.9861220002
"Woodhaven",2016-01-01,40.6945465785,-73.8614464594
"Yorkville",2016-03-01,40.7780030003,-73.9544280005
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7154780001,-74.0092660005
"New Dorp-Midland Beach",2016-12-01,40.5728531898,-74.1140866602
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7415832891,-74.0047109131
"park-cemetery-etc-Bronx",2016-01-01,40.8475960001,-73.82223
"East Village",2016-11-01,40.7341405598,-73.9894120904
"Elmhurst-Maspeth",2017-09-01,40.7409367455,-73.8799248485
"East Flatbush-Farragut",2018-07-01,40.6512299704,-73.94206208
"Turtle Bay-East Midtown",2016-06-01,40.7603471303,-73.9673056697
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7445703086,-74.0045885368
"West Village",2016-12-01,40.7363870002,-73.9947419994
"Murray Hill-Kips Bay",2018-05-01,40.7402182301,-73.9819884796
"Central Harlem North-Polo Grounds",2016-01-01,40.8126809996,-73.9393569996
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5807040002,-73.8259689997
"Woodside",2017-04-01,40.7414339625,-73.9075341577
"Hunters Point-Sunnyside-West Maspeth",2018-06-01,40.7454964104,-73.9529662599
"Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2016-01-01,40.5779799996,-73.9435500001
"East New York",2016-01-01,40.6581479998,-73.88744
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6904060003,-73.9839310005
"Fort Greene",2016-01-01,40.6882459999,-73.9804920002
"Jamaica",2016-09-01,40.7063573603,-73.7922051799
"Turtle Bay-East Midtown",2016-02-01,40.7531959996,-73.9724450003
"park-cemetery-etc-Brooklyn",2016-01-01,40.663256,-73.9761640003
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-04-01,40.7435786998,-73.9998942199
"Schuylerville-Throgs Neck-Edgewater Park",2016-01-01,40.815346,-73.8376710001
"Upper West Side",2016-05-01,40.7808257501,-73.9811727605
"Clinton",2018-04-01,40.7646244798,-73.9919665301
"Clinton",2016-07-01,40.7669632497,-73.9828532102
"Central Harlem South",2017-08-01,40.8057924743,-73.9542627365
"Hamilton Heights",2016-01-01,40.8265509996,-73.95036
"Gramercy",2017-05-01,40.73422211,-73.9866582495
"Greenpoint",2017-08-01,40.7327349999,-73.9545809998
"Eastchester-Edenwald-Baychester",2016-01-01,40.870139703,-73.8450642753
"Van Nest-Morris Park-Westchester Square",2016-01-01,40.8406570002,-73.8426680002
"Upper West Side",2017-07-01,40.7965329996,-73.9686819996
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7195270002,-74.0017749996
"Marble Hill-Inwood",2016-01-01,40.8657295413,-73.9258533096
"West Village",2016-01-01,40.725915,-73.994659
"Bushwick South",2018-09-01,40.6989557598,-73.9389323497
"Midtown-Midtown South",2017-06-01,40.7539780099,-73.9883216297
"West Village",2018-08-01,40.7311601601,-73.9940792201
"Erasmus",2017-05-01,40.6491150004,-73.9582909997
"Forest Hills",2017-08-01,40.7260820004,-73.852197
"Mott Haven-Port Morris",2018-04-01,40.8139975201,-73.9191713702
"Fordham South",2016-05-01,40.86165512,-73.8985809099
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-05-01,40.74230081,-73.9968303602
"Fort Greene",2016-01-01,40.6843589997,-73.977666
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2018-05-01,40.6875936079,-73.9870681135
"Hamilton Heights",2018-04-01,40.8307462415,-73.943445941
"West Concourse",2016-01-01,40.827868,-73.9269030006
"Washington Heights South",2016-07-01,40.8365009996,-73.9427870001
"Manhattanville",2016-09-01,40.8136689899,-73.9561899699
"Washington Heights South",2019-02-01,40.8444929304,-73.9387876797
"Fort Greene",2016-01-01,40.6934417997,-73.9731930998
"Lincoln Square",2016-01-01,40.7682469997,-73.981929
"Central Harlem North-Polo Grounds",2016-01-01,40.8111379999,-73.9428460002
"East Harlem North",2016-01-01,40.8026369697,-73.9364679795
"Chinatown",2016-10-01,40.7201883403,-73.9930677101
"Kingsbridge Heights",2016-07-01,40.86782871,-73.8995757
"Upper West Side",2018-04-01,40.7838253796,-73.9742489001
"Central Harlem North-Polo Grounds",2016-01-01,40.8136459999,-73.9400529996
"Norwood",2016-01-01,40.8770009999,-73.8793220005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-03-01,40.6886723001,-73.9837100796
"Midtown-Midtown South",2016-01-01,40.7554770002,-73.9876909994
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6725150003,-74.0046480004
"Seagate-Coney Island",2016-01-01,40.5727839996,-73.9856289994
"Battery Park City-Lower Manhattan",2016-01-01,40.7028998998,-74.0095978002
"Baisley Park",2016-01-01,40.6816100002,-73.7882500006
"Washington Heights North",2016-01-01,40.8590219998,-73.9341799996
"Elmhurst",2017-08-01,40.74715289,-73.8879259195
"Gravesend",2016-01-01,40.59054439,-73.9718084463
"Park Slope-Gowanus",2017-04-01,40.6776196104,-73.9797379904
"Mott Haven-Port Morris",2016-01-01,40.8075659999,-73.9192400003
"Morningside Heights",2016-07-01,40.8055162299,-73.9660518305
"East Village",2016-09-01,40.7310799999,-73.9857390004
"North Side-South Side",2018-04-01,40.7108698299,-73.9513107194
"North Side-South Side",2019-01-01,40.7177702401,-73.9578690795
"Midtown-Midtown South",2017-04-01,40.7549525102,-73.9801932498
"Middle Village",2016-01-01,40.7129435708,-73.8808642734
"park-cemetery-etc-Bronx",2016-01-01,40.8389879996,-73.8887140003
"Morningside Heights",2017-02-01,40.8067600001,-73.9651080001
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Midtown-Midtown South",2016-05-01,40.7526997904,-73.9927564198
"Bedford Park-Fordham North",2018-06-01,40.8620509803,-73.8960785422
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-09-01,40.7394643297,-73.9870521701
"Chinatown",2016-01-01,40.7183150004,-73.9874370005
"Murray Hill-Kips Bay",2016-05-01,40.7420069997,-73.98068
"Murray Hill-Kips Bay",2019-01-01,40.7408939996,-73.9785609996
"Central Harlem South",2016-01-01,40.7997030003,-73.9509940006
"park-cemetery-etc-Manhattan",2016-01-01,40.7709999998,-73.9708999995
"Van Cortlandt Village",2016-01-01,40.8827597562,-73.8939224115
"Bath Beach",2016-01-01,40.5982570002,-74.0001399999
"Ridgewood",2016-01-01,40.7051723129,-73.902572375
"Astoria",2017-10-01,40.7622776198,-73.9117170802
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6908829998,-73.9896349995
"Chinatown",2016-01-01,40.7102499999,-73.9979799999
"Hamilton Heights",2016-08-01,40.8285418496,-73.9491322603
"West Village",2017-01-01,40.73230778,-74.0064153596
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-05-01,40.7473771699,-73.9971268697
"Crown Heights North",2017-09-01,40.6793810001,-73.9298339995
"Brownsville",2016-01-01,40.6567,-73.9028000001
"Baisley Park",2016-01-01,40.68462,-73.7858900005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6967319997,-73.9903489997
"Woodhaven",2018-01-01,40.6926719996,-73.8575469999
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-07-01,40.744815,-73.9949859998
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6938619999,-73.9829061995
"park-cemetery-etc-Brooklyn",2016-01-01,40.6604690002,-73.9651679999
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-07-01,40.7428279203,-73.9930034798
"Mott Haven-Port Morris",2016-01-01,40.811544,-73.9141379999
"Bronxdale",2016-01-01,40.866804429,-73.8632224848
"park-cemetery-etc-Queens",2016-01-01,40.7301239996,-73.7738569997
"Bath Beach",2016-01-01,40.60800935,-74.0033765451
"Seagate-Coney Island",2016-01-01,40.574278,-73.9819959997
"Upper West Side",2016-08-01,40.7880016796,-73.9765510306
"Lenox Hill-Roosevelt Island",2016-03-01,40.7689431401,-73.9609519002
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-10-01,40.7452675799,-73.9945631697
"Clinton",2018-05-01,40.7548808397,-73.9916616201
"Greenpoint",2017-04-01,40.7334000001,-73.9548860003
"East Harlem South",2016-03-01,40.7942731204,-73.9428589399
"Hamilton Heights",2017-08-01,40.82531855,-73.9514879495
"Chinatown",2016-08-01,40.721716,-73.9933430003
"East Village",2017-05-01,40.7308775698,-73.9816594495
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.692144,-73.9867870001
"Turtle Bay-East Midtown",2018-03-01,40.7577012196,-73.9632133202
"North Side-South Side",2016-01-01,40.7200789997,-73.9495109998
"Midtown-Midtown South",2016-01-01,40.7544469998,-73.9842219998
"Kew Gardens",2016-01-01,40.709773,-73.8355990001
"West New Brighton-New Brighton-St. George",2016-01-01,40.6431670002,-74.1022850005
"Midtown-Midtown South",2018-03-01,40.76024945,-73.9736332004
"Woodside",2016-01-01,40.7462380001,-73.9094150003
"Murray Hill-Kips Bay",2016-01-01,40.7514310003,-73.9760409999
"Midtown-Midtown South",2016-04-01,40.762331,-73.9859229995
"Prospect Heights",2018-02-01,40.6821325357,-73.9739328218
"Central Harlem North-Polo Grounds",2016-01-01,40.8146886279,-73.9409529891
"park-cemetery-etc-Bronx",2016-01-01,40.8407099999,-73.8960450003
"East Village",2016-09-01,40.7274598604,-73.9883716696
"Annadale-Huguenot-Prince's Bay-Eltingville",2016-01-01,40.5170449997,-74.1903229998
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-11-01,40.7451270502,-73.9886708895
"Lincoln Square",2016-07-01,40.7759990003,-73.9832470005
"Central Harlem North-Polo Grounds",2016-01-01,40.8109750004,-73.9470290001
"Kew Gardens",2019-01-01,40.7075305503,-73.8313608199
"Stuyvesant Heights",2016-01-01,40.6850320002,-73.91907
"Upper East Side-Carnegie Hill",2017-04-01,40.7637419997,-73.9714240001
"East Village",2018-04-01,40.7294490804,-73.98430909
"Central Harlem South",2016-01-01,40.8083379998,-73.948989
"East Harlem North",2018-02-01,40.7935699996,-73.9430640004
"Upper West Side",2016-01-01,40.7844629997,-73.9797450001
"Washington Heights North",2018-06-01,40.8500375096,-73.9333419801
"Baisley Park",2016-01-01,40.6803113116,-73.7916786111
"Central Harlem North-Polo Grounds",2017-01-01,40.8164455603,-73.9426485804
"Upper East Side-Carnegie Hill",2018-05-01,40.7776061399,-73.9609465702
"Gramercy",2018-05-01,40.7380968799,-73.9877384002
"Murray Hill-Kips Bay",2019-01-01,40.7396466603,-73.97946572
"East Harlem North",2016-01-01,40.8050129997,-73.9449089999
"Turtle Bay-East Midtown",2018-02-01,40.754138,-73.9688359995
"Richmond Hill",2017-08-01,40.6979021503,-73.83565709
"Park Slope-Gowanus",2017-08-01,40.6795010096,-73.9784649196
"West Village",2016-04-01,40.7394474701,-74.0025999796
"Forest Hills",2016-01-01,40.7265229999,-73.8527189995
"East Harlem North",2018-04-01,40.8038335133,-73.9381070746
"Woodhaven",2016-01-01,40.6856160001,-73.8528820004
"Hunters Point-Sunnyside-West Maspeth",2017-10-01,40.7481038954,-73.9399519777
"Astoria",2017-05-01,40.7618968787,-73.9250503057
"Midtown-Midtown South",2016-07-01,40.7479050003,-73.9964340004
"East Harlem North",2016-03-01,40.8037310004,-73.9361390004
"Elmhurst",2017-04-01,40.7335789997,-73.8716480005
"Hamilton Heights",2016-08-01,40.8271962302,-73.9464406505
"West Village",2018-07-01,40.7318871703,-74.0011940701
"Fort Greene",2016-01-01,40.6946230002,-73.9799092005
"East Harlem South",2016-01-01,40.795988,-73.9474260006
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6933500001,-73.9857879998
"East New York",2018-01-01,40.6770425302,-73.8992120797
"Richmond Hill",2017-06-01,40.6988997204,-73.8338343899
"Midtown-Midtown South",2018-01-01,40.74741879,-73.9933633305
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-11-01,40.7380741603,-73.9983192805
"Battery Park City-Lower Manhattan",2016-01-01,40.7062988002,-74.0061035001
"East Village",2017-06-01,40.73083305,-73.9830979697
"Elmhurst",2017-04-01,40.7333421001,-73.8708377505
"Bedford Park-Fordham North",2016-01-01,40.8647299997,-73.899037
"Jackson Heights",2017-09-01,40.7479909297,-73.8820337001
"Glendale",2016-01-01,40.7025766648,-73.8757971089
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.7557510001,-73.9451659997
"Jackson Heights",2017-10-01,40.7480196204,-73.8809237298
"Washington Heights South",2016-01-01,40.8464440001,-73.9399809995
"Turtle Bay-East Midtown",2016-01-01,40.7571069999,-73.9719199995
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6959206004,-73.9881184995
"Governors Island",2016-01-01,40.6872600001,-74.02251
"Spuyten Duyvil-Kingsbridge",2016-01-01,40.8803222773,-73.9079833715
"Central Harlem South",2016-11-01,40.8073256701,-73.9527886794
"Central Harlem North-Polo Grounds",2016-01-01,40.8126809996,-73.9393569996
"Crown Heights North",2016-01-01,40.6737269999,-73.9348670005
"Hamilton Heights",2018-08-01,40.8267070896,-73.9466648005
"Jackson Heights",2017-09-01,40.7482526704,-73.8787156896
"West Concourse",2017-07-01,40.8167516434,-73.9292428486
"Brooklyn Heights-Cobble Hill",2016-01-01,40.6908829998,-73.9896349995
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6899240002,-73.9881169997
"park-cemetery-etc-Queens",2016-01-01,40.7476100002,-73.8117000005
"Midtown-Midtown South",2016-10-01,40.7530590804,-73.9873860302
"West New Brighton-New Brighton-St. George",2016-01-01,40.6438200001,-74.1024040002
"Westerleigh",2016-01-01,40.6177499998,-74.1081850003
"Murray Hill-Kips Bay",2016-01-01,40.7465388803,-73.9776875803
"Marble Hill-Inwood",2016-01-01,40.868072,-73.9198989998
"Bushwick South",2016-01-01,40.6948369997,-73.9186270005
"Upper West Side",2016-06-01,40.781843,-73.9808330006
"SoHo-TriBeCa-Civic Center-Little Italy",2019-02-01,40.71903975,-73.9966308704
"Hunters Point-Sunnyside-West Maspeth",2017-03-01,40.7429193398,-73.9521266595
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6919760004,-73.9883110001
"Lincoln Square",2017-10-01,40.7738059998,-73.9819300003
"Central Harlem South",2016-12-01,40.8089390002,-73.9480109997
"Upper East Side-Carnegie Hill",2016-03-01,40.7821589999,-73.951699
"Midtown-Midtown South",2017-06-01,40.7446140001,-73.9850689994
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6923379996,-73.9873420005
"Mount Hope",2017-07-01,40.8487299999,-73.9114700003
"East Village",2016-01-01,40.7331069997,-73.9871620006
"Central Harlem South",2016-01-01,40.8062299998,-73.9539220001
"Upper East Side-Carnegie Hill",2017-04-01,40.7667359996,-73.9693080004
"Central Harlem South",2016-01-01,40.7999280004,-73.9545490005
"Queensbridge-Ravenswood-Long Island City",2018-04-01,40.7523481746,-73.9265998293
"Murray Hill-Kips Bay",2016-07-01,40.7399752003,-73.9820348404
"Turtle Bay-East Midtown",2016-03-01,40.75691135,-73.9698162101
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7125819997,-74.0097810003
"Washington Heights North",2018-06-01,40.85487571,-73.9293895998
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-07-01,40.7421256498,-73.9935218294
"Battery Park City-Lower Manhattan",2016-01-01,40.7051009999,-74.0139008001
"Turtle Bay-East Midtown",2017-05-01,40.7577290503,-73.9696149601
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6580000003,-73.9472300004
"Sunset Park West",2016-01-01,40.6489389998,-74.0100059996
"Van Cortlandt Village",2017-08-01,40.8686984898,-73.9021008994
"Jackson Heights",2018-06-01,40.7545069998,-73.893639
"Park Slope-Gowanus",2016-01-01,40.6662709997,-73.9803050005
"Melrose South-Mott Haven North",2016-12-01,40.817235,-73.9158292599
"Central Harlem North-Polo Grounds",2016-01-01,40.8118350001,-73.9413499998
"East Village",2018-02-01,40.7287556499,-73.9879144395
"Glen Oaks-Floral Park-New Hyde Park",2016-01-01,40.7451505182,-73.7148377572
"Upper West Side",2017-08-01,40.7973909997,-73.9680700005
"Lindenwood-Howard Beach",2016-01-01,40.6638044606,-73.8417968638
"Flatbush",2018-04-01,40.6418583499,-73.9628358496
"Murray Hill-Kips Bay",2017-07-01,40.7500145002,-73.9765185096
"Turtle Bay-East Midtown",2018-05-01,40.7598006399,-73.9700715602
"Midtown-Midtown South",2017-01-01,40.7459684803,-73.9940391305
"Upper West Side",2016-01-01,40.8006809996,-73.96826
"Hunters Point-Sunnyside-West Maspeth",2018-05-01,40.7433823398,-73.95080577
"Central Harlem South",2016-01-01,40.797893,-73.9487859998
"Turtle Bay-East Midtown",2019-01-01,40.7562983599,-73.9639780096
"Borough Park",2016-01-01,40.6230009997,-73.9846889999
"Crown Heights North",2017-01-01,40.6791430002,-73.9254739997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017-09-01,40.6847989501,-73.9915810402
"Midtown-Midtown South",2016-10-01,40.7495369996,-73.9952449995
"Morningside Heights",2017-10-01,40.8027360001,-73.9674610002
"Governors Island",2016-01-01,40.6902599996,-74.0191500002
"Turtle Bay-East Midtown",2016-01-01,40.7574180004,-73.965084
"Midtown-Midtown South",2017-05-01,40.7609633299,-73.9731014194
"Battery Park City-Lower Manhattan",2016-01-01,40.7079009996,-74.0121993994
"Central Harlem South",2016-01-01,40.7988060001,-73.9499749998
"Greenpoint",2017-08-01,40.7369134897,-73.9554531896
"Gramercy",2017-08-01,40.7394089998,-73.9867120002
"Central Harlem North-Polo Grounds",2016-01-01,40.8142290003,-73.9407699999
"Queensbridge-Ravenswood-Long Island City",2018-05-01,40.755636,-73.9476570003
"Turtle Bay-East Midtown",2018-06-01,40.7591491495,-73.9651624171
"Clinton Hill",2016-01-01,40.6888729998,-73.9600699997
"Jamaica",2016-09-01,40.7018269999,-73.8076610003
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5799859999,-73.8298549997
"East Harlem North",2016-01-01,40.8050129997,-73.9449089999
"Hunters Point-Sunnyside-West Maspeth",2017-02-01,40.7432210004,-73.9212570006
"Forest Hills",2016-07-01,40.7192930002,-73.8397409997
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.692417,-73.987117
"park-cemetery-etc-Brooklyn",2016-01-01,40.6040679998,-73.93076
"Lower East Side",2016-01-01,40.7193972838,-73.9796055959
"Upper West Side",2016-01-01,40.7839339996,-73.9799170006
"East Harlem South",2016-06-01,40.7908620001,-73.9453480003
"Hamilton Heights",2018-01-01,40.8279250702,-73.9457754297
"Lenox Hill-Roosevelt Island",2016-01-01,40.7649150063,-73.9595499458
"Bedford",2017-04-01,40.6805560003,-73.9513809996
"Greenpoint",2017-08-01,40.7201109997,-73.9476270003
"Morningside Heights",2016-09-01,40.8101630002,-73.9587440005
"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2016-01-01,40.6915690003,-73.9887110002
"Astoria",2017-06-01,40.7636209999,-73.9142589999
"North Side-South Side",2016-01-01,40.714063,-73.9502750004
"Clinton",2019-01-01,40.7623362896,-73.9933676899
"SoHo-TriBeCa-Civic Center-Little Italy",2016-01-01,40.7240963609,-73.995698993
"Mount Hope",2016-01-01,40.8504100004,-73.905227
"Midwood",2016-01-01,40.6258933072,-73.9603144928
"Hamilton Heights",2016-01-01,40.8241309998,-73.9424640006
"Governors Island",2016-01-01,40.6851699998,-74.0252600002
"Fort Greene",2017-07-01,40.6890260003,-73.980862
"Battery Park City-Lower Manhattan",2016-01-01,40.7066001999,-74.0031966998
"Hudson Yards-Chelsea-Flatiron-Union Square",2016-01-01,40.7418393463,-74.0032571552
"West Village",2016-01-01,40.7318440003,-73.9990419994
"Turtle Bay-East Midtown",2018-02-01,40.7551930002,-73.9684439997
"Upper West Side",2016-10-01,40.7900530001,-73.9747670005
"Astoria",2017-06-01,40.7613410003,-73.9238699996
"Jamaica",2016-09-01,40.7058390602,-73.7937300503
"Gramercy",2017-05-01,40.7400924501,-73.9839245296
"park-cemetery-etc-Manhattan",2016-01-01,40.6929999996,-74.0019000006
"Astoria",2016-01-01,40.7632070002,-73.9212670001
"Flatbush",2017-09-01,40.6439408604,-73.9579902597
"Midtown-Midtown South",2018-01-01,40.7611177506,-73.9756836471
"North Side-South Side",2018-04-01,40.7190673627,-73.9627653503
"Flatbush",2018-05-01,40.6406662264,-73.9559243864
"Lincoln Square",2016-07-01,40.7748940004,-73.9825710001
"Canarsie",2016-01-01,40.6422084532,-73.8995244212
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6711669998,-74.0036880004
"Central Harlem North-Polo Grounds",2017-02-01,40.8215955102,-73.9426993
"Upper West Side",2016-08-01,40.798538,-73.9692788598
"Bay Ridge",2016-01-01,40.6163731106,-74.0313694054
"Seagate-Coney Island",2016-01-01,40.5734910002,-73.9778629995
"Hamilton Heights",2016-07-01,40.8245780002,-73.9521339999
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-06-01,40.7420464798,-74.00071086
"Midtown-Midtown South",2017-06-01,40.7597130004,-73.9841309995
"Astoria",2017-10-01,40.7541355176,-73.9198187072
"Cypress Hills-City Line",2018-03-01,40.6910214302,-73.8680948596
"Rego Park",2016-01-01,40.7326860002,-73.865119
"Elmhurst",2017-08-01,40.7469663803,-73.88970545
"Murray Hill-Kips Bay",2018-04-01,40.7468500502,-73.9771588397
"Gramercy",2018-04-01,40.7414870902,-73.9814803898
"Seagate-Coney Island",2016-01-01,40.5732760001,-73.9798549998
"College Point",2016-01-01,40.786249136,-73.8460132784
"park-cemetery-etc-Brooklyn",2016-01-01,40.6630189998,-73.9762920002
"Turtle Bay-East Midtown",2016-01-01,40.7568571776,-73.9726324717
"Turtle Bay-East Midtown",2017-12-01,40.7579749002,-73.9664213597
"Baisley Park",2016-01-01,40.6750599998,-73.7874399996
"Central Harlem South",2016-01-01,40.8005920004,-73.9466849997
"Mott Haven-Port Morris",2017-10-01,40.80854426,-73.9290737804
"Park Slope-Gowanus",2017-06-01,40.6656179996,-73.989159
"East Williamsburg",2017-05-01,40.7029359998,-73.9425630002
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6771929997,-74.0087229996
"East Harlem North",2018-05-01,40.8000957304,-73.9386051401
"Richmond Hill",2017-07-01,40.6956027998,-73.8396065896
"Forest Hills",2016-07-01,40.7157580003,-73.8335130003
"Forest Hills",2017-04-01,40.7270949999,-73.854789
"Fort Greene",2016-01-01,40.6937400004,-73.9777961995
"Breezy Point-Belle Harbor-Rockaway Park-Broad Channel",2016-01-01,40.5830989999,-73.816689
"Central Harlem South",2016-01-01,40.8072630001,-73.946637
"West Village",2016-01-01,40.7378259997,-74.0002009995
"Hudson Yards-Chelsea-Flatiron-Union Square",2017-11-01,40.7448470402,-73.9916770497
"Upper West Side",2017-08-01,40.78506646,-73.9786581503
"Hunters Point-Sunnyside-West Maspeth",2017-02-01,40.7430627096,-73.9206815
"Midtown-Midtown South",2016-08-01,40.7658296196,-73.9833678704
"Clinton",2016-04-01,40.7647439998,-73.9844699996
"Gramercy",2016-02-01,40.7358389998,-73.9851710002
"Carroll Gardens-Columbia Street-Red Hook",2016-01-01,40.6730309997,-74.0048499996
"Jackson Heights",2016-01-01,40.7501960856,-73.8850693247
"Hamilton Heights",2016-01-01,40.8241309998,-73.9424640006
"Murray Hill-Kips Bay",2017-11-01,40.7402329099,-73.9790481597
"Hamilton Heights",2018-05-01,40.8246459998,-73.9479090001
"Woodhaven",2017-08-01,40.69467595,-73.8485874305
"Turtle Bay-East Midtown",2018-04-01,40.7536605997,-73.9696487103
"Woodside",2016-01-01,40.7474499996,-73.9095319999
"Bellerose",2016-01-01,40.7399089999,-73.7345800004
"New Springville-Bloomfield-Travis",2016-01-01,40.5918470004,-74.1391530004
"Upper West Side",2016-06-01,40.7909012896,-73.9743022899
"Lenox Hill-Roosevelt Island",2016-03-01,40.7628960004,-73.9654430004
"Washington Heights South",2018-05-01,40.8355459996,-73.9440110002
"Elmhurst",2016-01-01,40.7370150002,-73.8772229998
"Bedford Park-Fordham North",2016-01-01,40.8644580004,-73.8951149996
"Astoria",2017-05-01,40.7557639996,-73.9123360004
"St. Albans",2016-01-01,40.687191,-73.7695589996
"Prospect Lefferts Gardens-Wingate",2016-01-01,40.6611893077,-73.9481022991
"Grasmere-Arrochar-Ft. Wadsworth",2017-02-01,40.5980019945,-74.0830503856
"Far Rockaway-Bayswater",2016-01-01,40.5955920001,-73.7476120003
"Midtown-Midtown South",2016-11-01,40.7623659998,-73.9825520001
"West Village",2016-01-01,40.729564,-74.0054619998
"Astoria",2017-05-01,40.7594900004,-73.9199260004
"Turtle Bay-East Midtown",2018-01-01,40.7496575497,-73.97510442
"Old Town-Dongan Hills-South Beach",2016-01-01,40.5799860004,-74.0758989996
"Greenpoint",2018-04-01,40.7230135004,-73.9532335504
"Mount Hope",2016-07-01,40.8530429796,-73.9055522198
"Borough Park",2016-01-01,40.6230645344,-73.9894467672
"Borough Park",2016-01-01,40.6159160785,-73.9760404894
"East Harlem North",2016-01-01,40.8018459999,-73.9451370001
"Central Harlem North-Polo Grounds",2016-12-01,40.8223078,-73.9424445303
"Midtown-Midtown South",2016-01-01,40.7599009999,-73.9841389996
"Hamilton Heights",2016-12-01,40.8209600004,-73.9508629994
"Greenpoint",2016-01-01,40.7260506623,-73.9506902935
"Mount Hope",2017-06-01,40.8505484104,-73.9009541102
"Seagate-Coney Island",2016-01-01,40.5733840001,-73.9789369997
"Claremont-Bathgate",2016-01-01,40.8460423249,-73.8983402556
"East Village",2018-02-01,40.7246139996,-73.9873363696
"Clinton",2016-04-01,40.7558780897,-73.99093285
"Central Harlem North-Polo Grounds",2016-01-01,40.8064130001,-73.9401490004
"Dyker Heights",2016-01-01,40.6253129998,-74.0173439996
"East Harlem South",2016-03-01,40.7896079999,-73.9462620001
"Washington Heights North",2018-02-01,40.8516201799,-73.9321865196
"Midtown-Midtown South",2017-05-01,40.7567421804,-73.9765297601
"Central Harlem South",2016-01-01,40.8065689999,-73.9449769995
"Elmhurst",2017-06-01,40.7362729999,-73.877364
"West Village",2018-11-01,40.7387978296,-74.0052854598
"Richmond Hill",2016-01-01,40.700765268,-73.8316254169
"Hudson Yards-Chelsea-Flatiron-Union Square",2018-07-01,40.7427227402,-73.9927995001
"Manhattanville",2016-07-01,40.82027959,-73.9552680401
